id;name;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
702;Singapore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
703;Slovakia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
704;Viet Nam;;;;;;;;;;;;;;;;;;;;;;;6;14;30;55;80;111;128;144;155;179;205;245;296;337;351;356;361;424;389;355;334;311;342;312;317;348
705;Slovenia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706;Somalia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;South Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
716;Zimbabwe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
724;Spain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
728;South Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31
729;Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;5;9;12;63;174;217;241;265;301;305;331;468;480;475;465;453;82
732;Western Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740;Suriname;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
744;Svalbard and Jan Mayen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
748;Swaziland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
752;Sweden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
756;Switzerland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
760;Syrian Arab Republic;;;;21;53;85;106;117;111;129;192;201;183;179;167;158;164;155;161;162;159;201;231;268;341;407;472;514;566;563;596;586;577;576;579;573;613;677;652;487;448;421;404;406;401;385;327;164
762;Tajikistan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
764;Thailand;;;;;;;;;;;;;;;;2;6;13;24;49;50;47;53;51;62;75;91;96;96;92;105;126;130;140;185;195;210;244;241;297;325;341;362;376;388;397;440;
768;Togo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
772;Tokelau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
776;Tonga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780;Trinidad and Tobago;135;153;179;191;157;140;129;141;166;187;216;212;229;230;214;212;189;177;160;170;176;169;155;151;149;150;149;144;134;141;142;141;135;134;141;139;139;161;175;165;181;193;166;174;153;148;140;121
784;United Arab Emirates;282;360;382;498;599;762;1106;1300;1456;1631;1696;1937;1998;1829;1831;1745;1540;1375;1296;1283;1260;1594;1603;1620;2024;2283;2639;2510;2443;2482;2401;2519;2620;2687;2583;2660;2561;2439;2722;2836;2922;3099;3001;3026;2723;2895;3319;3380
788;Tunisia;;16;47;67;78;87;87;84;82;87;97;78;91;104;117;118;114;108;117;115;114;111;106;104;105;96;110;110;99;93;90;89;81;85;84;78;71;74;68;71;73;70;97;89;83;80;68;65
792;Turkey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
795;Turkmenistan;;;;;;;;;;;;;;;;;;;;;142;138;135;120;121;120;113;109;92;87;84;90;108;129;143;145;163;183;203;194;193;187;199;208;211;217;217;222
796;Turks and Caicos Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
798;Tuvalu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800;Uganda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
804;Ukraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
807;Macedonia, the former Yugoslav Republic of;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
818;Egypt;126;122;109;166;239;319;291;208;165;145;228;322;407;491;509;580;628;651;712;816;882;806;907;869;878;897;896;906;941;921;924;894;873;857;827;779;758;751;750;701;672;704;698;715;730;725;727;728
826;United Kingdom;2;2;2;2;2;4;5;8;9;10;34;254;799;1127;1623;1676;1868;2167;2422;2652;2695;2691;2612;2414;1943;1933;1934;1996;2135;2694;2769;2755;2721;2828;2930;2694;2511;2495;2288;2056;1838;1662;1663;1568;1480;1357;1114;967
831;Guernsey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
832;Jersey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
833;Isle of Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
834;Tanzania, United Republic of;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
840;United States;9014;9579;10219;10600;10828;11297;11156;11185;10946;10461;10008;9736;9863;10274;10136;10170;10181;10199;10247;10509;10580;10231;9944;9765;9159;8914;9076;8868;8583;8389;8322;8295;8269;8011;7731;7734;7670;7626;7362;7244;6903;6828;6862;6783;7263;7552;7868;8905
850;Virgin Islands, U.S.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
854;Burkina Faso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
858;Uruguay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860;Uzbekistan;;;;;;;;;;;;;;;;;;;;;55;61;64;60;66;69;69;79;94;124;172;174;182;191;191;159;153;153;151;138;115;114;104;102;95;78;77;68
862;Venezuela;3503;3402;3576;3639;3631;3754;3615;3301;3455;3060;2422;2371;2314;2227;2425;2228;2163;1954;1852;1853;1744;1886;1910;1998;2012;2244;2501;2499;2592;2752;2959;3137;3321;3480;3126;3097;3169;2974;2868;3305;3308;3336;3230;3222;3033;2838;2766;2725
876;Wallis and Futuna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
882;Samoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
887;Yemen;;;;;;;;;;;;;;;;;;;;;;10;26;170;178;182;197;184;209;346;351;357;375;380;405;450;453;457;451;424;421;387;341;315;306;291;228;180
894;Zambia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;World;31798;34563;37113;40430;43627;48056;50839;53662;58460;58613;55822;60410;62716;63338;66061;62959;59547;57312;56615;57696;57459;60435;60745;63111;64002;65385;65204;65716;65978;67073;67990;69845;72101;73457;72293;74955;75204;74948;77568;80968;82014;82482;82285;82932;81261;83272;84210;86152
